Trieda CK,číslo CK,identifikačné číslo DC,ID mosta,evidenčné číslo - staré,Stavebno-technický stav,správca DC (z aplikácie mosty),vlastnik DC (z aplikácie mosty),druh konštrukcie,materiál DC,zaťažiteľnosť normálna,zaťažiteľnost výhradná,zaťažiteľnosť výnimočná,spôsob stanovenia,predmet premostenia,Kraj (CK),Okres (CK),Spravca (CK),LongitudeE,LatitudeN,VyskaH
cesta III. triedy,554017,M1797.01,M1797,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Humenné",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,47.0,114.0,375.0,podľa tabuliek,Vodný tok,Prešovský kraj,Medzilaborce,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Humenné",21.85846665,49.13619599,211.371499
cesta III. triedy,554017,M6126.01,M6126,2,Nezistený,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Humenné",Prešovský samosprávny kraj,,,0.0,0.0,0.0,,,Prešovský kraj,Medzilaborce,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Humenné",21.862839232,49.137995513,0.0
cesta III. triedy,554019,M2598.01,M2598,1,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",Košický samosprávny kraj,dosková,monolitický železobetón,26.0,49.0,253.0,podľa tabuliek,Kanál,Košický kraj,Michalovce,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",21.839986487,48.581635761,100.175
cesta III. triedy,554019,M7544.01,M7544,2,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",Košický samosprávny kraj,dosková,monolitický železobetón,26.0,49.0,253.0,podľa tabuliek,Vodný tok,Košický kraj,Michalovce,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",21.827174916,48.578115316,98.736999
cesta III. triedy,555001,M2154.01,M2154,1,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",Košický samosprávny kraj,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Kanál,Košický kraj,Michalovce,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",21.977807643,48.726740437,104.645
cesta III. triedy,555001,M5358.01,M5358,2,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",Košický samosprávny kraj,klenbová,monolitický prostý betón,20.0,23.0,96.0,podľa tabuliek,Kanál,Košický kraj,Michalovce,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",22.000214868,48.716549164,102.985499
cesta III. triedy,555001,M2840.01,M2840,3,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",Košický samosprávny kraj,dosková,monolitický železobetón,26.0,46.0,294.0,podľa tabuliek,Kanál,Košický kraj,Michalovce,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",22.030501627,48.709797232,102.460999
cesta III. triedy,555002,M3534.01,M3534,1,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",Košický samosprávny kraj,trámová,monolitický železobetón,21.0,32.0,173.0,odhadom,Kanál,Košický kraj,Michalovce,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",22.007322452,48.663960065,100.979749
cesta III. triedy,555003,M1770.01,M1770,1,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",Košický samosprávny kraj,trámová,prefabrikovaný predpätý betón,24.0,56.0,100.0,podľa tabuliek,Vodný tok,Košický kraj,Michalovce,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",21.980320239,48.618590184,105.05
cesta III. triedy,555003,M5580.01,M5580,2,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",Košický samosprávny kraj,dosková,monolitický železobetón,26.0,49.0,253.0,podľa tabuliek,Kanál,Košický kraj,Michalovce,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",21.970478587,48.611927817,100.941999
cesta III. triedy,555005,M3546.01,M3546,1,Bezchybný,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",Košický samosprávny kraj,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,Košický kraj,Michalovce,"Správa ciest Košického samosprávneho kraja, Správa a údržba Michalovce",22.089628357,48.62614467,108.76075
cesta III. triedy,556001,M966.01,M966,1,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,38.0,80.0,202.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.532702641,49.031650581,153.844249
cesta III. triedy,556001,M6963.01,M6963,2,Veľmi dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,rámová,prefabrikovaný železobetón,44.0,130.0,420.0,odhadom,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.550974758,49.037349188,175.085999
cesta III. triedy,556001,M4490.01,M4490,3,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,48.0,103.0,306.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.552102946,49.038044557,174.903
cesta III. triedy,556001,M5688.01,M5688,4,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,27.0,80.0,294.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.563322501,49.051121945,187.1965
cesta III. triedy,556001,M7584.01,M7584,8,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,47.0,79.0,345.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.58168159,49.06141813,210.632249
cesta III. triedy,556001,M3095.01,M3095,9,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,33.0,66.0,246.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.582168079,49.061485162,211.854749
cesta III. triedy,556001,M82.01,M82,10,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,38.0,91.0,323.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.589953517,49.058619111,220.9035
cesta III. triedy,556001,M17.01,M17,11,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,39.0,94.0,316.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.600690866,49.056209124,235.913499
cesta III. triedy,556001,M1664.01,M1664,12,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,33.0,88.0,330.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.596702464,49.048200114,282.081
cesta III. triedy,556002,M2533.01,M2533,1,Bezchybný,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,trámová,prefabrikovaný predpätý betón,30.0,63.0,124.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.53684639,49.034777463,163.56075
cesta III. triedy,556003,M6.01,M6,1,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,20.0,60.0,136.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.515145876,49.047112153,169.746249
cesta III. triedy,556004,M5011.01,M5011,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,trámová,prefabrikovaný predpätý betón,30.0,70.0,156.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.537717381,49.084909789,194.05125
cesta III. triedy,556004,M2726.01,M2726,2,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,20.0,53.0,336.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.541617699,49.086156383,201.808
cesta III. triedy,556005,M3913.01,M3913,5,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,27.0,69.0,169.0,odhadom,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.489622526,49.14361177,185.23875
cesta III. triedy,556005,M4512.01,M4512,6,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,32.0,86.0,285.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.483787026,49.153865529,194.603499
cesta III. triedy,556005,M4859.01,M4859,7,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,42.0,316.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.471806949,49.159132693,194.604999
cesta III. triedy,556005,M2054.01,M2054,9,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,27.0,63.0,290.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.450132614,49.173903237,200.277
cesta III. triedy,556005,M3235.01,M3235,11,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,31.0,160.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.453986097,49.208393315,204.327999
cesta III. triedy,556005,M2714.01,M2714,12,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,26.0,53.0,334.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.452945583,49.227688727,210.948
cesta III. triedy,556005,M3733.01,M3733,13,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,20.0,62.0,170.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.442139336,49.243841445,215.745999
cesta III. triedy,556005,M568.01,M568,14,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.437694935,49.245479028,220.9275
cesta III. triedy,556005,M7114.01,M7114,15,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,42.0,294.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.426626897,49.248032378,219.736499
cesta III. triedy,556005,M3319.01,M3319,17,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,46.0,294.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.398588296,49.265846054,231.59175
cesta III. triedy,556005,M7253.01,M7253,19,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,36.0,82.0,396.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.387279521,49.270539601,238.790999
cesta III. triedy,556005,M4132.01,M4132,20,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,50.0,97.0,390.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.378733368,49.274233777,236.96975
cesta III. triedy,556005,M914.01,M914,21,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,31.0,68.0,316.0,projektovaná,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.368882273,49.277106557,241.538499
cesta III. triedy,556005,M2540.01,M2540,26,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,24.0,30.0,189.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.349537047,49.28891115,247.13525
cesta III. triedy,556005,M1919.01,M1919,27,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,26.0,77.0,247.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.317745431,49.301571195,259.70775
cesta III. triedy,556005,M7271.01,M7271,28,Veľmi zlý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,trámová,prefabrikovaný predpätý betón,24.0,54.0,120.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.299181843,49.305001705,261.17525
cesta III. triedy,556006,M6470.01,M6470,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,43.0,94.0,250.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.449140307,49.170465628,194.565
cesta III. triedy,556006,M7473.01,M7473,2,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,20.0,62.0,176.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.440860813,49.178245082,193.701249
cesta III. triedy,556006,M2669.01,M2669,4,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,20.0,62.0,172.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.422885103,49.190509473,197.152749
cesta III. triedy,556007,M5557.01,M5557,1,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,20.0,60.0,126.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.447605125,49.209400028,204.952749
cesta III. triedy,556007,M1302.01,M1302,2,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,43.0,93.0,250.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.424601587,49.196728355,203.078999
cesta III. triedy,556007,M282.01,M282,3,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,27.0,63.0,290.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.420320504,49.195884272,206.850999
cesta III. triedy,556007,M1617.01,M1617,4,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.412326749,49.193672837,209.733999
cesta III. triedy,556007,M4160.01,M4160,5,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,26.0,60.0,198.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.406554687,49.192610538,209.5245
cesta III. triedy,556007,M5544.01,M5544,6,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,24.0,53.0,211.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.395458345,49.191135913,214.521999
cesta III. triedy,556009,M4892.01,M4892,1,Veľmi dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,trámová,prefabrikovaný predpätý betón,30.0,68.0,123.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.408990521,49.258754532,223.5145
cesta III. triedy,556011,M5105.01,M5105,1,Havarijný,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,20.0,62.0,124.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.349880967,49.285659488,242.751749
cesta III. triedy,556012,M5224.01,M5224,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,48.0,95.0,389.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.360164201,49.297374856,282.5415
cesta III. triedy,556012,M72.01,M72,4,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.397945563,49.30406076,319.578999
cesta III. triedy,556012,M6076.01,M6076,5,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,40.0,350.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.4127007,49.304422379,287.695
cesta III. triedy,556012,M5187.01,M5187,6,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,40.0,350.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.418490529,49.301861171,276.0375
cesta III. triedy,556012,M218.01,M218,7,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.426329611,49.293176591,263.852499
cesta III. triedy,556012,M4404.01,M4404,8,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,klenbová,kameň,20.0,45.0,168.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.428834759,49.291416685,260.2945
cesta III. triedy,556012,M6618.01,M6618,9,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,42.0,316.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.438966233,49.287908528,254.046
cesta III. triedy,556012,M655.01,M655,10,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,20.0,55.0,227.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.442186132,49.281315113,245.251499
cesta III. triedy,556012,M6561.01,M6561,11,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,35.0,90.0,362.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.448003553,49.265152798,227.826
cesta III. triedy,556013,M1099.01,M1099,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,26.0,107.0,330.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.456166925,49.269715496,229.727249
cesta III. triedy,556013,M5275.01,M5275,2,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,20.0,60.0,126.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.458689124,49.269746763,232.119
cesta III. triedy,556013,M2083.01,M2083,3,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,27.0,67.0,336.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.475234743,49.272073318,259.629
cesta III. triedy,556014,M2655.01,M2655,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,40.0,350.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.327123784,49.322327961,292.259999
cesta III. triedy,556014,M6458.01,M6458,2,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,monolitický železobetón,40.0,104.0,336.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.331804313,49.333725073,315.869999
cesta III. triedy,556014,M7701.01,M7701,3,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,trámová,monolitický železobetón,11.0,22.0,187.0,odhadom,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.333016428,49.334509898,319.928499
cesta III. triedy,556014,M907.01,M907,5,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,trámová,monolitický železobetón,26.0,40.0,350.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.339779993,49.348329407,365.375
cesta III. triedy,556015,M6170.01,M6170,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,48.0,94.0,335.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.46675499,49.277448928,240.92625
cesta III. triedy,556015,M6694.01,M6694,2,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,48.0,95.0,389.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.465974259,49.283930042,255.66275
cesta III. triedy,556016,M1425.01,M1425,1,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,44.0,92.0,290.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Vranov nad Topľou",21.592956825,49.094139003,278.198749
cesta III. triedy,556017,M4882.01,M4882,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,50.0,118.0,317.0,podľa tabuliek,Vodný tok,Prešovský kraj,Stropkov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.638058653,49.106997745,167.3595
