Trieda PK,Číslo PK,Most /DC,Názov mosta,ID mosta,ID DC,správcovské číslo,Stavebno-technický stav,Longitude,Latitude,Vyska,Druh konštrukcie,Material,Normána zaťažiteľnost / t,Výhradná zaťažiteľnosť / t,Výnimočná zaťažiteľnosť / t,Spôsob stanovenie,Predmet premostenia,Rok postavenia,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia / m,Dĺžka nosnej konštrukcie / m,Volná šírka mosta/ m,Šírka medzi obrubami/ m,Pocha mosnej konštrukcie / m2,Plocha mosta / m2,Vlastník úseku,Správca úseku,Okres,Smer úseku,Typ úseku,Počiatočný uzol,Koncový uzol,úsek ID,úsekové staničenie začiatku DC / m,Kilometrovníkové staničenie začiatku DC / km,Kumulatívne staničenie začiatku DC / km,Poradie úsekov
cesta III. triedy,3570,Most,Most cez Volianský potok v obci Ruská Voľa,M1425,M1425.01,1,Zlý,21.5935,49.0939,278.2,dosková,prefabrikovaný železobetón,44.0,92.0,290.0,podľa tabuliek,Vodný tok,1964.0,,1.0,8.0,,8.6,7.5,,69.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A00900,2833A04900,5877,665,,1.65,2.0
cesta III. triedy,3571,Most,Most cez potok v obci Lomné,M4882,M4882.01,1,Uspokojivý,21.638058653,49.106997745,167.3595,dosková,prefabrikovaný železobetón,50.0,118.0,317.0,podľa tabuliek,Vodný tok,1966.0,,1.0,8.0,,6.5,5.5,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A10000,2833A10100,151076,155,0.37,0.351,2.0
cesta III. triedy,3571,Most,Most cez potok v obci Bžany,M3466,M3466.01,2,Zlý,21.639214551,49.091019735,164.31775,dosková,prefabrikovaný železobetón,35.0,90.0,362.0,podľa tabuliek,Vodný tok,1966.0,,1.0,5.1,,6.6,5.6,,33.66,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A10200,2833A06800,151078,154,2.342,2.32,4.0
cesta III. triedy,3572,Most,Most cez potok Hrabovec v obci V.Hrabovec,M2252,M2252.01,1,Uspokojivý,21.680260416,49.076166473,164.01175,dosková,prefabrikovaný železobetón,50.0,120.0,328.0,podľa tabuliek,Vodný tok,1966.0,,1.0,8.55,,6.5,5.5,,55.58,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A00700,2834A04400,6394,352,0.348,0.352,1.0
cesta III. triedy,3572,Most,Most cez potok v obci V.Hrabovec,M5813,M5813.01,2,Zlý,21.687240006,49.08877532,178.906749,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,1960.0,,1.0,9.4,,6.4,5.4,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A04500,2834A04600,151057,9,1.972,1.934,3.0
cesta III. triedy,3572,Most,Most cez potok v obci V. Hrabovec,M2981,M2981.01,3,Zlý,21.688954188,49.092002411,181.73475,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,1960.0,,1.0,9.4,,6.4,5.4,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A04700,2834A01701,151059,199,2.352,2.314,5.0
cesta III. triedy,3573,Most,Most cez potok Jablonec pred obcouMrazovce,M4875,M4875.01,1,Uspokojivý,21.662916083,49.120136283,185.675749,klenbová,monolitický prostý betón,32.0,80.0,196.0,podľa tabuliek,Vodný tok,1941.0,,1.0,4.45,,5.8,5.25,,25.81,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A03400,2833A09900,6393,912,0.908,0.912,1.0
cesta III. triedy,3573,Most,Most cez potok v obci Tokajik,M5761,M5761.01,2,Uspokojivý,21.708966497,49.106402374,217.5795,dosková,prefabrikovaný železobetón,36.0,84.0,264.0,podľa tabuliek,Vodný tok,1974.0,,1.0,8.05,,9.5,7.75,,76.48,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A01702,2834A04800,6396,723,5.313,5.253,4.0
cesta III. triedy,3573,Most,Most cez potok Ondalík za obcou Piskorovce,M3258,M3258.01,3,Uspokojivý,21.733297227,49.094415324,227.379749,dosková,prefabrikovaný železobetón,30.0,71.0,305.0,podľa tabuliek,Vodný tok,1975.0,,1.0,8.0,,7.92,6.97,,63.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2834A21900,2834A22000,403799,1296,8.869,8.835,7.0
cesta III. triedy,3573,Most,Most cez potok Jablonovec pred obcou Ďapalovce,M1221,M1221.01,4,Zlý,21.739079521,49.090438285,214.345,dosková,monolitický železobetón,19.0,50.0,238.0,odhadom,Vodný tok,1953.0,,1.0,4.0,,7.15,6.2,,29.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2834A21900,2834A22000,403799,1904,9.477,9.443,7.0
cesta III. triedy,3573,Most,Most cez bezmenný potok v obci Ďapalovce,M1119,M1119.01,5,Uspokojivý,21.75123,49.06531,192.26,dosková,monolitický železobetón,26.0,39.0,259.0,odhadom,Vodný tok,1958.0,,1.0,3.1,,8.5,7.15,,26.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2834A22100,2834A01600,403801,570,12.478,12.444,9.0
cesta III. triedy,3574,Most,Most cez potok vobci N.Olšava,M4138,M4138.01,3,Uspokojivý,21.637613026,49.142214639,173.29975,dosková,prefabrikovaný predpätý betón,20.0,38.0,220.0,podľa tabuliek,Vodný tok,1973.0,,2.0,20.4,,8.1,6.65,,165.24,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A11700,2833A11800,151098,16,1.166,0.973,4.0
cesta III. triedy,3574,Most,Most cez potok v obci N.Oľšava,M6680,M6680.01,4,Uspokojivý,21.63167561,49.143705496,179.246499,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Vodný tok,1948.0,,1.0,4.0,,6.1,5.3,,24.4,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A11900,2833A12000,151100,76,1.652,1.463,6.0
cesta III. triedy,3574,Most,Most cez potok pred obcou V. Olšava,M393,M393.01,5,Uspokojivý,21.624175906,49.148229607,185.889999,dosková,monolitický železobetón,26.0,40.0,350.0,podľa tabuliek,Vodný tok,1949.0,,1.0,2.6,,5.95,5.1,,15.47,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A12000,2833A12100,151101,741,2.427,2.238,7.0
cesta III. triedy,3574,Most,Most cez potok pred obcou V.Olšava,M6968,M6968.01,6,Uspokojivý,21.622917468,49.15080977,186.797,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Vodný tok,1949.0,,1.0,4.1,,6.0,5.2,,24.6,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A12000,2833A12100,151101,1041,2.758,2.538,7.0
cesta III. triedy,3574,Most,Most cez potok v obci N. Oľšava,M2212,M2212.01,7,Zlý,21.612882749,49.152932243,199.890499,dosková,prefabrikovaný železobetón,26.0,62.0,313.0,podľa tabuliek,Vodný tok,1973.0,,1.0,5.0,,7.5,6.5,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A12100,2833A12200,151102,734,3.528,3.317,8.0
cesta III. triedy,3574,Most,Most cez potok vobci V.Olšava,M6691,M6691.01,8,Uspokojivý,21.60801425,49.156273303,202.076499,dosková,prefabrikovaný železobetón,30.0,78.0,257.0,podľa tabuliek,Vodný tok,1958.0,,1.0,3.1,,8.1,6.7,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A12200,2833A12300,151103,10,4.056,3.845,9.0
cesta III. triedy,3574,Most,Most cez potok v obci V.Olšava,M4996,M4996.01,9,Uspokojivý,21.606345483,49.157327217,202.042,dosková,prefabrikovaný predpätý betón,48.0,99.0,397.0,podľa tabuliek,Vodný tok,1989.0,,1.0,9.95,,8.8,7.3,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A12300,2833A12400,151104,139,4.212,4.001,10.0
cesta III. triedy,3574,Most,Most cez potok v obci V.Oľšava,M6154,M6154.01,10,Uspokojivý,21.59990289,49.161176475,206.6955,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,1966.0,,1.0,8.2,,7.0,6.0,,57.4,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A12800,2833A12900,151109,85,4.92,4.648,15.0
cesta III. triedy,3575,Most,Most cez potok v obci Brusnica,M6475,M6475.01,1,Dobrý,21.70113751,49.153436354,192.5225,dosková,monolitický železobetón,26.0,43.0,378.0,podľa tabuliek,Vodný tok,1958.0,,1.0,2.4,,6.0,5.0,,14.4,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A04900,2834A05000,151061,21,3.297,3.263,5.0
cesta III. triedy,3575,Most,Most cez potokBrusnička za obcou Brusnica,M3334,M3334.01,2,Uspokojivý,21.705757115,49.153636392,193.61075,dosková,monolitický železobetón,35.0,45.0,130.0,porovnávací výpočet,Vodný tok,1958.0,,2.0,16.6,,6.0,5.0,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A05000,2834A05100,151062,320,3.632,3.596,6.0
cesta III. triedy,3575,Most,Most cez potok za obcou Brusnica,M4195,M4195.01,3,Uspokojivý,21.719393592,49.156502018,209.56875,dosková,monolitický železobetón,26.0,43.0,378.0,podľa tabuliek,Vodný tok,1958.0,,1.0,2.5,,6.5,6.0,,16.25,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A05100,2834A02600,151063,1067,4.746,4.686,7.0
cesta III. triedy,3575,Most,Most cez potok Breznička za obcou Kolbovce,M3526,M3526.01,4,Uspokojivý,21.733659426,49.163142777,224.6815,dosková,monolitický železobetón,18.0,48.0,216.0,podľa tabuliek,Vodný tok,1959.0,,1.0,7.1,,8.1,7.0,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A02600,2834A02400,6684,510,6.238,6.172,8.0
cesta III. triedy,3575,Most,Most cez potok za obcou Kolbovce,M4685,M4685.01,5,Uspokojivý,21.738800571,49.163973004,235.856499,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Vodný tok,1939.0,,1.0,3.95,,8.2,7.0,,32.39,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A02600,2834A02400,6684,905,6.659,6.567,8.0
cesta III. triedy,3576,Most,Most cez potok Breznička v obci Brusnica,M4290,M4290.01,1,Zlý,21.693395777,49.154134633,189.947249,trámová,prefabrikovaný predpätý betón,24.0,56.0,139.0,podľa tabuliek,Vodný tok,1960.0,,2.0,23.0,,9.1,6.6,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A02700,2834A05700,6685,82,0.102,0.082,1.0
cesta III. triedy,3576,Most,Most za obcou Brusnica,M2390,M2390.01,2,Uspokojivý,21.694532389,49.150963347,190.80125,dosková,prefabrikovaný predpätý betón,38.0,71.0,244.0,podľa tabuliek,Vodný tok,1979.0,,1.0,15.32,,8.5,7.6,,130.22,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A02700,2834A05700,6685,447,0.467,0.447,1.0
cesta III. triedy,3576,Most,"Most za obcou Brusnica km 1,410",M1793,M1793.01,3,Uspokojivý,21.700029315,49.144155004,210.92525,dosková,prefabrikovaný predpätý betón,38.0,72.0,296.0,podľa tabuliek,Vodný tok,1979.0,,1.0,12.2,,8.6,7.6,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A05700,2834A02800,151113,939,1.426,1.406,2.0
cesta III. triedy,3576,Most,Most cez potok pred obcou Krišľovce,M5649,M5649.01,4,Uspokojivý,21.717955716,49.141487629,255.572499,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,1954.0,,1.0,6.85,,7.5,6.5,,51.8,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A05700,2834A02800,151113,2327,2.826,2.794,2.0
cesta III. triedy,3577,Most,Most cez potok Brusnička v obci Kolbovce,M3507,M3507.01,1,Uspokojivý,21.726579807,49.163380316,212.595499,dosková,prefabrikovaný železobetón,46.0,85.0,378.0,podľa tabuliek,Vodný tok,1963.0,,1.0,9.0,,10.1,7.5,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A02600,2834A05300,6681,4,0.064,0.004,1.0
cesta III. triedy,3577,Most,Most cez potok v obci Kolbovce,M877,M877.01,2,Uspokojivý,21.725742846,49.165701399,212.7605,dosková,prefabrikovaný predpätý betón,48.0,103.0,243.0,podľa tabuliek,Vodný tok,1982.0,,1.0,14.95,,8.5,6.8,,127.08,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A05300,2834A05400,151065,215,0.352,0.292,2.0
cesta III. triedy,3577,Most,Most cez potok Čierťaž Kolbovce,M193,M193.01,3,Uspokojivý,21.72664086,49.168007828,214.0,trámová,prefabrikovaný predpätý betón,24.0,57.0,128.0,podľa tabuliek,Vodný tok,1959.0,,1.0,13.6,14.5,8.0,7.5,,108.8,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A04300,2834A05500,1307038,191,0.619,0.559,4.0
cesta III. triedy,3577,Most,Most cez potok Polianka za obcou Kolbovce,M7791,M7791.01,4,Uspokojivý,21.738075897,49.193873256,244.638749,dosková,monolitický železobetón,23.0,49.0,155.0,odhadom,Vodný tok,1959.0,,1.0,12.3,,7.5,7.0,,92.25,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2834A05500,2832A02200,151067,3117,3.769,3.701,5.0
cesta III. triedy,3577,Most,Most cez potok Čerťaž za obcou Kolbovce,M4376,M4376.01,5,Uspokojivý,21.735466897,49.196356297,248.380499,dosková,monolitický železobetón,19.0,42.0,169.0,podľa tabuliek,Vodný tok,1959.0,,1.0,8.0,,7.4,7.0,,59.2,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A02200,2832A13800,6682,247,4.119,4.051,6.0
cesta III. triedy,3577,Most,Most cez potok Čerťaž pred obcou Soľník,M4131,M4131.01,6,Uspokojivý,21.740068133,49.208216156,271.32175,trámová,prefabrikovaný predpätý betón,24.0,60.0,132.0,podľa tabuliek,Vodný tok,1959.0,,1.0,13.6,,7.5,7.0,,102.0,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A02200,2832A13800,6682,1705,5.565,5.509,6.0
cesta III. triedy,3577,Most,Most cez potok Čerťaž pred obcou Soľník,M3149,M3149.01,7,Veľmi zlý,21.742291907,49.212417665,280.273749,trámová,prefabrikovaný predpätý betón,24.0,55.0,144.0,podľa tabuliek,Vodný tok,1959.0,,1.0,10.6,,7.5,7.0,,79.5,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A02200,2832A13800,6682,2198,6.058,6.002,6.0
cesta III. triedy,3579,Most,Most cez potok pred obcou Vojtovce,M5767,M5767.01,1,Uspokojivý,21.685337407,49.195482733,209.694,dosková,monolitický železobetón,21.0,34.0,302.0,podľa tabuliek,Vodný tok,1960.0,,1.0,2.05,,7.5,6.5,,15.38,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A09600,2832A13600,151049,2551,2.841,2.804,3.0
cesta III. triedy,3579,Most,Most cez potok za obcou Vojtovce,M7427,M7427.01,2,Uspokojivý,21.692594155,49.210684159,214.0335,dosková,monolitický železobetón,26.0,43.0,378.0,podľa tabuliek,Vodný tok,1960.0,,1.0,2.05,,7.5,6.5,,15.38,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A13700,2832A02001,151051,511,4.747,4.688,5.0
cesta III. triedy,3579,Most,Most cez potok za obcou Vojtovce,M7620,M7620.01,3,Uspokojivý,21.697370076,49.21705275,220.578999,dosková,monolitický železobetón,24.0,53.0,211.0,podľa tabuliek,Vodný tok,1960.0,,1.0,8.1,,8.05,7.05,,65.21,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A13700,2832A02001,151051,1373,5.64,5.55,5.0
cesta III. triedy,3579,Most,Most cez potok pred obcou Breznička,M3997,M3997.01,4,Uspokojivý,21.699198746,49.217234236,223.222999,dosková,monolitický železobetón,26.0,46.0,294.0,podľa tabuliek,Vodný tok,1957.0,,1.0,5.05,,8.4,7.4,,42.42,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A13700,2832A02001,151051,1563,5.83,5.74,5.0
cesta III. triedy,3579,Most,Most cez potok v obci Veľkrop,M7279,M7279.01,10,Dobrý,21.745960516,49.23960896,281.39675,dosková,prefabrikovaný predpätý betón,48.0,100.0,373.0,podľa tabuliek,Vodný tok,1992.0,,1.0,13.5,,7.0,7.0,,94.5,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A14300,2832A14400,151073,6,11.407,11.286,13.0
cesta III. triedy,3579,Most,Most cez potok v obci Veľkrop,M2037,M2037.01,11,Dobrý,21.747971115,49.241062459,285.77025,dosková,prefabrikovaný predpätý betón,48.0,100.0,373.0,podľa tabuliek,Vodný tok,1992.0,,1.0,13.52,,7.0,7.0,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A14400,2832A14500,151074,5,11.626,11.505,14.0
cesta III. triedy,3581,Most,Most cez rieku Ondava v meste Stropkov,M5361,M5361.01,1,Veľmi dobrý,21.644032955,49.198300693,185.8635,trámová,prefabrikovaný predpätý betón,16.0,99.0,190.0,odhadom,Vodný tok,1968.0,"LM1, LM2",3.0,60.465,64.395,7.0,7.0,643.95,665.115,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2831A10700,2831A04201,151027,108,0.607,0.57,10.0
cesta III. triedy,3581,Most,Most cez rieku Ondava za mestom Stropkov,M2157,M2157.01,2,Uspokojivý,21.641344762,49.197465799,184.30275,dosková,prefabrikovaný železobetón,26.0,93.0,359.0,podľa tabuliek,Záplavové územie,1968.0,,1.0,4.9,,9.5,7.0,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,lúč,2831A04201,2831A04202,5803,55,0.864,0.827,11.0
cesta III. triedy,3581,Most,Most cez potok vobci Radoma,M5,M5.01,3,Uspokojivý,21.571042684,49.195959256,224.191999,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,1957.0,,1.0,6.9,,7.6,6.6,,52.44,PO SK,SUC PSK - SK,Svidník,oba smery trasy CK,medzikrižovatkový,2831A23900,2831A02000,236268,168,8.219,8.716,24.0
cesta III. triedy,3582,Most,Most cez potok pred obcou Bokša,M5054,M5054.01,1,Uspokojivý,21.637052874,49.2053843,185.949999,dosková,monolitický železobetón,26.0,42.0,316.0,podľa tabuliek,Vodný tok,1964.0,,1.0,4.0,,5.75,5.55,,23.0,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2831A04203,2831A10802,5806,828,0.935,0.919,4.0
cesta III. triedy,3583,Most,Most pred obcou Potoky,M1619,M1619.01,1,Uspokojivý,21.626189601,49.248592769,213.061,dosková,prefabrikovaný predpätý betón,48.0,97.0,308.0,podľa tabuliek,Vodný tok,1991.0,,1.0,12.9,15.0,7.6,7.6,,98.04,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2831A01200,2831A11700,6389,886,0.891,0.886,1.0
cesta III. triedy,3584,Most,Most cez potok Chodčianka pred obcou Krušinec,M10065,M10065.01,1,Bezchybný,21.66351,49.22588,201.72,trámová,prefabrikovaný predpätý betón,32.0,101.0,300.0,zaťažovacou skúškou,Vodný tok,2020.0,"LM1, LM2",3.0,39.4,41.5,7.5,7.5,422.47,425.52,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2831A01900,2831A08500,5793,29,,0.029,1.0
cesta III. triedy,3585,Most,Most cez potok v obci Breznička,M2335,M2335.01,1,Uspokojivý,21.69941788,49.221717103,234.54575,trámová,prefabrikovaný železobetón,36.0,77.0,315.0,podľa tabuliek,Vodný tok,1975.0,,1.0,6.0,,7.5,7.0,,45.0,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A15000,2832A01900,151083,31,,2.965,2.0
cesta III. triedy,3586,Most,Most cez Chotčanku za obcou Chotča,M4628,M4628.01,1,Veľmi zlý,21.67335228,49.243211671,212.690499,trámová,prefabrikovaný predpätý betón,20.0,39.0,64.0,odhadom,Vodný tok,1967.0,,3.0,62.85,,9.0,6.5,,565.65,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A09700,2832A10200,150955,103,0.353,0.366,2.0
cesta III. triedy,3586,Most,Most cez potok Vislavka v obci Vyškovce,M1747,M1747.01,2,Zlý,21.668392399,49.253850381,222.278749,trámová,prefabrikovaný predpätý betón,24.0,59.0,123.0,podľa tabuliek,Vodný tok,1964.0,,1.0,13.25,,8.9,6.6,,117.93,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A10402,2832A10600,1268274,237,1.621,1.639,5.0
cesta III. triedy,3586,Most,Most cez potok Vislavka v obci Vislava,M3557,M3557.01,3,Uspokojivý,21.658147328,49.2835104,266.104,dosková,prefabrikovaný predpätý betón,48.0,103.0,420.0,podľa tabuliek,Vodný tok,1986.0,,1.0,9.6,,9.8,7.55,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2831A08000,2831B00700,150972,7,5.083,5.37,10.0
cesta III. triedy,3586,Most,Most cez Vagrinčik za obcou Vislava,M421,M421.01,4,Zlý,21.64831682,49.301909483,317.107,dosková,prefabrikovaný predpätý betón,48.0,108.0,342.0,podľa tabuliek,Vodný tok,1986.0,,3.0,35.4,,9.2,6.65,,325.68,PO SK,SUC PSK - SK,Svidník,oba smery trasy CK,medzikrižovatkový,2831B00700,2831A04700,5780,496,7.68,7.625,11.0
cesta III. triedy,3587,Most,Most cez potok Chotčanka v obci Staškovce,M649,M649.01,1,Veľmi dobrý,21.75363203,49.279114433,274.615749,dosková,prefabrikovaný predpätý betón,21.0,62.0,138.0,podľa tabuliek,Vodný tok,1967.0,,3.0,63.85,,9.2,6.7,,587.42,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A11000,2832A11100,150979,31,2.017,2.024,3.0
cesta III. triedy,3587,Most,Most cez potok za obcou Staškovce,M4263,M4263.01,2,Dobrý,21.757629432,49.282891483,280.2305,dosková,monolitický železobetón,26.0,42.0,316.0,podľa tabuliek,Vodný tok,1956.0,,1.0,3.65,,7.8,7.3,,28.47,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A11100,2832A02701,150980,413,2.543,2.557,4.0
cesta III. triedy,3587,Most,Most cez potok N. Vladiča,M5764,M5764.01,3,Dobrý,21.773960159,49.290883003,321.2825,dosková,monolitický železobetón,26.0,43.0,378.0,podľa tabuliek,Vodný tok,1956.0,,1.0,2.5,,7.9,7.15,,19.75,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A02702,2832A07501,218984,1122,4.144,4.112,6.0
cesta III. triedy,3587,Most,Most cez potok Chotčanka za obcou Vladiča,M6717,M6717.01,4,Zlý,21.777550448,49.299582788,317.131999,trámová,prefabrikovaný predpätý betón,24.0,58.0,121.0,podľa tabuliek,Vodný tok,1967.0,,2.0,31.1,,9.0,6.5,,279.9,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A07502,2832A07600,1303435,921,5.041,5.105,8.0
cesta III. triedy,3587,Most,Most cez potok v obci V.Vladyča,M6038,M6038.01,5,Zlý,21.781265995,49.303009192,323.311,dosková,monolitický železobetón,12.0,29.0,97.0,podľa tabuliek,Vodný tok,1958.0,,1.0,10.6,,8.35,7.35,,88.51,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A07700,2832A03100,150935,302,5.558,5.595,10.0
cesta III. triedy,3587,Most,Most cez potok Chotčanka pred obcou Makovce,M6225,M6225.01,6,Uspokojivý,21.797397315,49.308220698,345.5255,dosková,monolitický železobetón,20.0,48.0,161.0,podľa tabuliek,Vodný tok,1958.0,,1.0,10.38,,8.0,7.0,,91.8,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A03100,2832A03200,4893,1260,6.916,6.967,11.0
cesta III. triedy,3587,Most,Most cez potok v obci Miková,M3570,M3570.01,9,Uspokojivý,21.824472951,49.292776975,362.8975,trámová,prefabrikovaný železobetón,36.0,78.0,366.0,podľa tabuliek,Vodný tok,1976.0,,1.0,5.25,,10.0,7.5,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A06600,2832A06700,150924,708,10.179,10.265,15.0
cesta III. triedy,3587,Most,Most cez potok v obci Mikova,M471,M471.01,10,Uspokojivý,21.826339508,49.290497857,353.7385,dosková,prefabrikovaný predpätý betón,26.0,63.0,309.0,podľa tabuliek,Vodný tok,1971.0,,1.0,11.5,,9.6,7.3,,110.4,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A06800,2832A06900,150926,45,10.453,10.539,17.0
cesta III. triedy,3587,Most,Most cez potok v obci Mikova,M7018,M7018.01,11,Dobrý,21.827087269,49.288182944,348.384,dosková,prefabrikovaný predpätý betón,26.0,75.0,282.0,podľa tabuliek,Vodný tok,1971.0,,1.0,12.3,,9.5,7.1,,116.85,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A06800,2832A06900,150926,320,10.677,10.814,17.0
cesta III. triedy,3587,Most,Most cez potok v obci M.Poľana,M5551,M5551.01,12,Dobrý,21.824963391,49.280999916,333.656499,trámová,prefabrikovaný predpätý betón,30.0,62.0,147.0,podľa tabuliek,Vodný tok,1967.0,,1.0,14.75,,9.7,7.9,,143.08,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A06900,2832A01500,150927,10,11.541,11.678,18.0
cesta III. triedy,3588,Most,Most cez potok pred obcou Suchá,M777,M777.01,1,Uspokojivý,21.763073494,49.318504378,377.895,dosková,monolitický železobetón,21.0,37.0,182.0,podľa tabuliek,Vodný tok,1961.0,,1.0,6.1,,8.15,7.1,,49.72,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A03100,2832A07300,4895,2190,2.179,2.19,1.0
cesta III. triedy,3589,Most,Most v obci Driečna cez potok Chotčanka,M1318,M1318.01,1,Uspokojivý,21.794380648,49.320450302,376.097999,dosková,prefabrikovaný predpätý betón,38.0,82.0,280.0,podľa tabuliek,Vodný tok,1983.0,,1.0,13.5,,9.1,6.7,,122.85,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A03200,2832A07200,4894,1224,1.278,1.224,1.0
