Trieda CK,Číslo CK,Pôvodné číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,LongitudeE,LatitudeN,VyskaH,Správca - most,Vlastník - most,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer_úseku,Typ_úseku,Vlastník CK,Typ správcu CK,Správca CK,Kraj,Okres,Pokračovanie,Poradie,Usek ID,Poc. Uzol,Konc. Uzol,Ev. dlzka useku,Úsekové staničenie začiatku,Kilometrovníkové staničenie začiatku - DC,Kumulatívne staničenie začiatku - DC,Kilometrovníkové staničenie začiatku - UZLA,Kumulatívne staničenie začiatku -UZLA
cesta III. triedy,3105,541004,1,M5078,541004-001 most cez Slovenský potok za obcou Bušovce,,1947.0,,,1.0,7.1,,5.8,4.9,,,Uspokojivý,20.479127442,49.223681705,600.384,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,7.1,dosková,monolitický železobetón,20.0,28.0,126.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,0,4459,2732A01100,2732A15100,3972,482,,482,0.0,0
cesta III. triedy,3106,541005,1,M2444,541005-001 most cez potok Vojňanka v obci Podhorany,,1962.0,,,1.0,10.4,,8.5,7.7,,,Dobrý,20.478224253,49.24169957,601.37625,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,10.4,trámová,prefabrikovaný predpätý betón,30.0,68.0,177.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,5,318656,2732A15600,2732A15700,198,170,,1478,1308.0,1308
cesta III. triedy,3106,541005,2,M1897,541005-002 most cez potok Vojňanka v obci Vojňany,,1965.0,,,1.0,5.3,,8.0,6.0,,,Dobrý,20.438651039,49.249433757,665.338,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,5.3,dosková,prefabrikovaný železobetón,36.0,78.0,420.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,10,318661,2732A16100,2732A00600,1536,22,,4599,4577.0,4577
cesta III. triedy,3107,541006,1,M3858,541006-001 most cez bezmenný potok pred obcou Toporec,,1936.0,,,1.0,3.7,,6.5,6.0,,,Dobrý,20.499932588,49.252937245,587.710999,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,3.7,klenbová,monolitický prostý betón,18.0,42.0,151.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,0,7680,2732A01300,2732A13500,1915,980,0.99,980,10.0,0
cesta III. triedy,3107,541006,2,M5371,541006-002 most cez Toporecký potok za obcou Toporec,,1960.0,,,1.0,11.3,,8.5,7.5,,,Uspokojivý,20.487900824,49.269062587,613.22775,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,11.3,trámová,prefabrikovaný predpätý betón,24.0,52.0,138.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,5,318639,2732A13900,2732A14000,371,280,3.04,3030,2760.0,2750
cesta III. triedy,3107,541006,3,M2945,541006-003 most cez potok pred osadou Pustovec,,1975.0,,,1.0,4.2,,7.5,6.5,,,Uspokojivý,20.470035006,49.28115106,645.111999,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,4.2,dosková,monolitický železobetón,21.0,25.0,134.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,10,318644,2732A14400,2732B00300,3393,391,5.104,5094,4713.0,4703
cesta III. triedy,3107,541006,7,M5783,541006-007 most cez miestny potok Veľká Lesná,,1963.0,,,1.0,6.9,,6.0,5.0,,,Veľmi dobrý,20.437049998,49.331937581,604.8355,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.9,dosková,prefabrikovaný železobetón,8.0,19.0,0.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,13,218726,2732A08900,2732A09000,519,83,12.12,12034,12037.0,11951
cesta III. triedy,3107,541006,8,M4735,541006-008 most cez miestny potok v obci Veľká Lesná,,1974.0,,,1.0,8.1,,7.5,6.5,,,Uspokojivý,20.437513849,49.335326717,593.8845,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,8.1,dosková,prefabrikovaný predpätý betón,20.0,53.0,248.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,13,218726,2732A08900,2732A09000,519,470,12.507,12421,12037.0,11951
cesta III. triedy,3107,541006,9,M2666,541006-009 most cez potok Javory za obcou Veľká Lesná,,1974.0,,,1.0,17.8,,8.1,7.0,,,Uspokojivý,20.441122806,49.345057513,572.29575,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,17.8,dosková,prefabrikovaný predpätý betón,21.0,60.0,131.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,14,218727,2732A09000,2714A02000,4193,1093,13.623,13563,12556.0,12470
cesta III. triedy,3107,541006,11,M3051,541006-011 most cez potok Lesenský v obci Haligovce,,1967.0,,,1.0,9.6,,9.75,7.25,,,Dobrý,20.446383236,49.360552338,537.065,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,9.6,dosková,prefabrikovaný predpätý betón,26.0,71.0,315.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,14,218727,2732A09000,2714A02000,4193,2930,15.445,15400,12556.0,12470
cesta III. triedy,3107,541006,12,M843,541006-012 most cez potok Javory v obci Haligovce,,1964.0,,,1.0,8.0,,9.0,6.5,,,Dobrý,20.4478966,49.372275899,512.3965,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,8.0,dosková,prefabrikovaný železobetón,36.0,68.0,302.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,15,218728,2714A02000,2714A00400,588,65,16.776,16728,16711.0,16663
cesta III. triedy,3108,542001,1,M4411,542001-001 most cez potok Rieka pred obcou Jezersko,,1991.0,,,1.0,15.9,,8.0,7.0,,,Dobrý,20.365790834,49.312547144,662.46825,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,15.9,dosková,prefabrikovaný predpätý betón,48.0,103.0,246.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,0,4453,2732A00700,2732A20300,160,16,,16,0.0,0
cesta III. triedy,3108,542001,3,M6367,542001-003 most cez potok Jazero v obci Jezersko,,1953.0,,,1.0,6.0,,5.8,5.3,,,Dobrý,20.351803343,49.303713284,716.121499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.0,klenbová,monolitický prostý betón,21.0,47.0,180.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318847,2732A20500,2731A01000,1749,153,,1528,1375.0,1375
cesta III. triedy,3108,542001,4,M3977,542001-004 most cez potok Závrch v obci Jezersko,,1972.0,,,1.0,12.3,,4.2,3.2,,,Zlý,20.343202052,49.300701122,745.54075,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,12.3,trámová,oceľ -  plnostenná,14.0,25.0,50.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318847,2732A20500,2731A01000,1749,876,,2251,1375.0,1375
cesta III. triedy,3108,542001,5,M947,542001-005 most cez potok Závrch v obci jezersko,,1972.0,,,1.0,12.3,,4.2,3.2,,,Zlý,20.340469745,49.300160972,754.926999,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,12.3,trámová,oceľ -  plnostenná,18.0,32.0,66.0,odhadom,Kanál,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318847,2732A20500,2731A01000,1749,1103,,2478,1375.0,1375
cesta III. triedy,3108,542001,6,M3279,542001-006 most cez potok Závrch v obci Jezersko,,1972.0,,,1.0,12.3,,4.35,3.35,,,Veľmi zlý,20.338922199,49.299804521,760.956749,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,12.3,trámová,oceľ -  priehradová,14.0,25.0,50.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318847,2732A20500,2731A01000,1749,1225,,2600,1375.0,1375
cesta III. triedy,3108,542001,7,M412,542001-007 most cez potok Závrch v obci Jezersko,,1978.0,,,1.0,5.25,,5.75,4.8,,,Uspokojivý,20.334109652,49.298668816,781.4945,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,5.25,dosková,prefabrikovaný železobetón,27.0,57.0,264.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318847,2732A20500,2731A01000,1749,1606,,2981,1375.0,1375
cesta III. triedy,3108,542001,8,M2609,542001-008 most cez potok Závrch v obci Jezersko,,1978.0,,,1.0,6.0,,5.9,4.9,,,Dobrý,20.332570272,49.298019699,788.18175,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.0,dosková,prefabrikovaný železobetón,27.0,63.0,290.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318847,2732A20500,2731A01000,1749,1732,,3107,1375.0,1375
cesta III. triedy,3109,542002,1,M1539,542002-001 most cez potok Limer za obcou Spišské Hanušovce,,1947.0,,,1.0,2.2,,8.5,8.0,,,Veľmi dobrý,20.322271549,49.335739468,714.119,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,2.2,klenbová,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,0,4450,2732A00800,2731A01300,2707,1664,,1664,0.0,0
cesta III. triedy,3109,542002,2,M5357,542002-002  most cez veľkofrankovský potok pred obcou Osturňa,,1947.0,,,1.0,12.0,,6.5,5.0,,,Dobrý,20.285248271,49.342633486,624.744749,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,12.0,dosková,monolitický železobetón,28.0,38.0,115.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,5,318840,2731A01600,2731A01700,178,38,,6128,6090.0,6090
cesta III. triedy,3109,542002,3,M7525,542002-003 most cez náhon pred obcou Osturňa,,1956.0,,,1.0,2.5,,6.5,6.5,,,Dobrý,20.285028839,49.342750737,625.239499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,2.5,dosková,monolitický železobetón,20.0,41.0,294.0,podľa tabuliek,Kanál,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,5,318840,2731A01600,2731A01700,178,66,,6156,6090.0,6090
cesta III. triedy,3109,542002,4,M4442,542002-004 most cez potok Osturňanský pred obcou Osturňa,,1978.0,,,1.0,13.75,,8.1,6.6,,,Dobrý,20.273104845,49.335040779,645.71575,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,13.75,dosková,prefabrikovaný predpätý betón,48.0,98.0,271.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,6,318841,2731A01700,2731A01800,1418,1249,,7517,6268.0,6268
cesta III. triedy,3109,542002,5,M5547,542002-005 most cez miestny potok v obci Osturňa,,1953.0,,,1.0,2.2,,7.75,7.75,,,Dobrý,20.268218348,49.333961733,659.698499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,2.2,klenbová,monolitický prostý betón,28.0,51.0,278.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,7,318842,2731A01800,2731A01900,3053,232,,7918,7686.0,7686
cesta III. triedy,3109,542002,6,M6144,542002-006 most cez potok Kremeň v obci Osturňa,,1977.0,,,1.0,6.35,,7.5,6.5,,,Zlý,20.249183332,49.337651647,687.07875,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.35,dosková,prefabrikovaný železobetón,18.0,39.0,182.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,7,318842,2731A01800,2731A01900,3053,1806,,9492,7686.0,7686
cesta III. triedy,3109,542002,7,M6912,542002-007 most cez Osturňanský potok v obci Osturňa,,1991.0,,,1.0,8.45,,9.0,8.0,,,Dobrý,20.228639564,49.331650903,727.45375,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,8.45,dosková,prefabrikovaný predpätý betón,48.0,100.0,462.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,8,318843,2731A01900,2731A02000,912,577,,11316,10739.0,10739
cesta III. triedy,3109,542002,8,M9539,most cez Osturniansky potok v obci Osturňa,"SUC PSK , Prešov",2011.0,"CMR s.r.o. , Ľubotice","""A""",1.0,7.302,8.248,6.0,5.3,,43.8,Veľmi dobrý,20.2263,49.3291,650.0,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,9,318844,2731A02000,2731A00700,1656,53,,11704,11651.0,11651
cesta III. triedy,3109,542002,9,M9540,most cez Osturniansky potok v obci Osturňa,"SUC PSK, Prešov",2011.0,"CMR s.r.o.,Bardejovská 13, Ľubotice","""A""",1.0,6.67,,6.25,5.35,,41.69,Veľmi dobrý,20.22365,49.32761,645.0,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,,klenbová,spriahnutá oceľ-betón,32.0,80.0,196.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,9,318844,2731A02000,2731A00700,1656,330,,11981,11651.0,11651
cesta III. triedy,3109,542002,10,M1143,542002-010 most cez Osturňanský potok v obci Osturňa,,1975.0,,,1.0,9.5,,6.0,5.2,,,Uspokojivý,20.219553465,49.327773499,750.15025,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,9.5,dosková,prefabrikovaný predpätý betón,21.0,59.0,220.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,9,318844,2731A02000,2731A00700,1656,602,,12253,11651.0,11651
cesta III. triedy,3109,542002,11,M4222,542002-011 most cez miestny potok v obci Osturňa,,1975.0,,,1.0,7.0,,5.8,5.3,,,Uspokojivý,20.218262789,49.328111843,752.80575,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,7.0,dosková,prefabrikovaný železobetón,30.0,62.0,276.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,9,318844,2731A02000,2731A00700,1656,707,,12358,11651.0,11651
cesta III. triedy,3109,542002,12,M3410,542002-012 most cez miestny potok v obci Osturňa,,1978.0,,,1.0,7.51,,6.8,5.8,,,Uspokojivý,20.213223526,49.328222762,762.343999,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,7.51,dosková,prefabrikovaný železobetón,23.0,57.0,238.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,9,318844,2731A02000,2731A00700,1656,1090,,12741,11651.0,11651
cesta III. triedy,3109,542002,13,M5394,542002-013 most cez miestny potok v obci Osturňa,,1979.0,,,1.0,7.0,,6.8,5.8,,,Dobrý,20.20901661,49.330689597,774.6505,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,7.0,dosková,prefabrikovaný železobetón,50.0,91.0,418.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,9,318844,2731A02000,2731A00700,1656,1512,,13163,11651.0,11651
cesta III. triedy,3110,542003,2,M4415,542003-002 most cez Frankovský potok za obcou Veľká Franková,,1951.0,,,1.0,8.1,,6.8,5.8,,,Veľmi zlý,20.301413019,49.334225075,669.505999,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,8.1,trámová,oceľ -  plnostenná,10.0,18.0,35.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318613,2731A01200,2731A00900,3682,148,,903,755.0,755
cesta III. triedy,3110,542003,3,M4451,542003-003 most cez Frankovský potok za obcou Veľká Franková,,1981.0,,,1.0,13.1,,9.5,7.7,,,Dobrý,20.305073227,49.327398693,697.763749,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,13.1,dosková,prefabrikovaný predpätý betón,48.0,91.0,370.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318613,2731A01200,2731A00900,3682,946,,1701,755.0,755
cesta III. triedy,3110,542003,4,M3418,542003-004 most cez Mostkový potok pred obcou Malá Franková,,1956.0,,,1.0,2.3,,6.5,6.5,,,Uspokojivý,20.305879059,49.323101246,716.144,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,2.3,klenbová,kameň,14.0,38.0,136.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318613,2731A01200,2731A00900,3682,1470,,2225,755.0,755
cesta III. triedy,3110,542003,5,M5217,542003-005 most cez Frankovský potok v obci Malá Franková,,1975.0,,,1.0,7.5,,7.5,6.5,,,Dobrý,20.304664962,49.318928527,729.02425,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,7.5,dosková,prefabrikovaný železobetón,50.0,91.0,418.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318613,2731A01200,2731A00900,3682,1972,,2727,755.0,755
cesta III. triedy,3110,542003,6,M1658,542003-006 most cez Frankovský potok v obci Malá Franková,,1975.0,,,1.0,4.95,,5.4,4.8,,,Dobrý,20.301201667,49.311421096,761.536999,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,4.95,dosková,prefabrikovaný železobetón,37.0,92.0,420.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318613,2731A01200,2731A00900,3682,2913,,3668,755.0,755
cesta III. triedy,3110,542003,7,M6974,542003-007 most cez Frankovský potok v obci Malá Franková,,1975.0,,,1.0,5.7,,5.0,4.4,,,Uspokojivý,20.29923777,49.309745885,776.311,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,5.7,dosková,prefabrikovaný železobetón,27.0,64.0,295.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318613,2731A01200,2731A00900,3682,3114,,3869,755.0,755
cesta III. triedy,3110,542003,8,M1500,542003-008 most cez Frankovský potok v obci Malá Franková,,1976.0,,,1.0,5.5,,5.0,4.4,,,Uspokojivý,20.298501135,49.3088876,781.391749,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,5.5,dosková,prefabrikovaný železobetón,30.0,74.0,336.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318613,2731A01200,2731A00900,3682,3227,,3982,755.0,755
cesta III. triedy,3110,542003,9,M4283,542003-009 most cez Frankovský potok v obci Malá Franková,,1979.0,,,1.0,5.55,,5.0,4.3,,,Uspokojivý,20.29785209,49.308292346,783.258,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,5.55,dosková,prefabrikovaný železobetón,26.0,57.0,264.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318613,2731A01200,2731A00900,3682,3296,,4051,755.0,755
cesta III. triedy,3110,542003,10,M489,542003-010 most cez Frankovský potok v obci Malá Franková,,1980.0,,,1.0,6.08,,5.0,4.4,,,Dobrý,20.297373397,49.307837039,783.130499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.08,dosková,prefabrikovaný železobetón,37.0,92.0,420.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318613,2731A01200,2731A00900,3682,3374,,4129,755.0,755
cesta III. triedy,3110,542003,11,M4762,542003-011 most cez Frankovský potok v obci Malá Franková,,1980.0,,,1.0,6.8,,5.0,4.4,,,Dobrý,20.29613357,49.307088557,789.122499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.8,dosková,prefabrikovaný železobetón,50.0,91.0,418.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318613,2731A01200,2731A00900,3682,3488,,4243,755.0,755
cesta III. triedy,3110,542003,12,M1512,542003-012 most cez Frankovský potok v obci Malá Franková,,1983.0,,,1.0,7.6,,4.5,4.5,,,Dobrý,20.29582828,49.306868792,790.989,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,7.6,dosková,prefabrikovaný železobetón,50.0,91.0,418.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318613,2731A01200,2731A00900,3682,3563,,4318,755.0,755
cesta III. triedy,3111,542004,2,M4463,542004-002 most cez potok Rieka pred obcou Zálesie,,1954.0,,,2.0,19.6,,4.7,3.7,,,Bezchybný,20.360292626,49.348750846,562.047999,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,19.6,trámová,oceľ -  plnostenná,14.0,22.0,36.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,0,4454,2732A00900,2732A13100,267,173,,173,0.0,0
cesta III. triedy,3111,542004,3,M6421,542004-003 most cez potok pred obcou Zálesie,,1969.0,,,1.0,6.1,,6.55,6.05,,,Dobrý,20.368843566,49.336480689,614.19825,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.1,dosková,prefabrikovaný železobetón,42.0,81.0,369.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,1,318631,2732A13100,2732A03100,4841,1954,,2221,267.0,267
cesta III. triedy,3111,542004,4,M6387,542004-004 most cez potok pered obcou zálesie,,1957.0,,,1.0,6.0,,7.6,6.6,,,Dobrý,20.381942934,49.330060059,657.3125,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.0,dosková,monolitický železobetón,25.0,44.0,224.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,1,318631,2732A13100,2732A03100,4841,3220,,3487,267.0,267
