Trieda CK,Číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,LongitudeE,LatitudeN,VyskaH,Správca - most,Vlastník - most,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer useku,Typ useku,Vlastník CK,Typ správcu CK,Správca CK,KRAJ,OKRES,Pokračovanie,Poradie,Usek,Poc. Uzol,Konc. Uzol,Ev. dlzka useku,Úsekové staničenie začiatku,Kilometrovníkové staničenie začiatku,Kumulatívne staničenie začiatku
diaľnica,D00001,285,M4297,Most nad potokom Vlková,,2008.0,,,1.0,7.4,9.6,,,,,Nezistený,20.429834605,49.035839547,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Mengusovce","Národná diaľničná spoločnosť, a.s.",999.0,,,32.0,80.0,81.0,,,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD MENG,Prešovský kraj,Poprad,4.0,1.0,530593.0,3712B01201,2733A05915,11688.0,8733,517.714,269800.0
diaľnica,D00001,288,M6049,Most nad údolím Čemického potoka,,2008.0,,,12.0,419.4,423.0,,,,,Nezistený,20.448290638,49.016685808,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Mengusovce","Národná diaľničná spoločnosť, a.s.",999.0,,,32.0,80.0,196.0,,Vodný tok,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD MENG,Prešovský kraj,Poprad,4.0,1.0,530593.0,3712B01201,2733A05915,11688.0,11210,520.196,272277.0
diaľnica,D00001,276,M3836,Most nad potokom,,2008.0,,,2.0,29.15,31.3,,,,,Nezistený,20.316224369,49.074067997,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Mengusovce","Národná diaľničná spoločnosť, a.s.",999.0,,,32.0,80.0,196.0,,Vodný tok,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD MENG,Prešovský kraj,Poprad,4.0,5.0,28253.0,2733A05904,2733A05817,3402.0,2844,507.891,259972.0
diaľnica,D00001,272,M6623,"Most nad melioračným kanálom, csestou III triedy a potokmi",,2008.0,,,18.0,541.7,544.5,,,,,Nezistený,20.265529573,49.066760333,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Mengusovce","Národná diaľničná spoločnosť, a.s.",999.0,,,32.0,80.0,196.0,,"Kanál,  Cestná komunikácia,  Vodný tok",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD MENG,Prešovský kraj,Poprad,4.0,9.0,28270.0,2733A05804,2733A05703,1908.0,759,503.515,255618.0
diaľnica,D00001,270,M9447,Most nad Hágskym potokom,,2009.0,,,1.0,10.2,12.56,,,,,Nezistený,20.196356,49.064767,730.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Mengusovce","Národná diaľničná spoločnosť, a.s.",,,,32.0,80.0,196.0,,Vodný tok,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD MENG,Prešovský kraj,Poprad,4.0,12.0,447133.0,2733A05713,2733A05403,7336.0,3393,498.355,250689.0
diaľnica,D00001,268,M9446,Most nad poľnou cestou,,2009.0,,,1.0,22.16,23.96,,,,,Nezistený,20.178179,49.06522,745.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Mengusovce","Národná diaľničná spoločnosť, a.s.",,,,32.0,80.0,196.0,,Účelová komunikácia,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD MENG,Prešovský kraj,Poprad,4.0,12.0,447133.0,2733A05713,2733A05403,7336.0,4741,497.703,249341.0
diaľnica,D00001,267,M9445,Most nad riekou Poprad a prístupovou komunikáciou,,2009.0,,,10.0,242.82,247.74,,,,,Nezistený,20.164292,49.067285,775.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Mengusovce","Národná diaľničná spoločnosť, a.s.",,,,32.0,80.0,196.0,,"Vodný tok,  Účelová komunikácia",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD MENG,Prešovský kraj,Poprad,4.0,12.0,447133.0,2733A05713,2733A05403,7336.0,5675,496.643,248407.0
diaľnica,D00001,265,M9444,Most nad potokom potôčik,,2009.0,,,1.0,13.35,16.3,,,,,Nezistený,20.14747,49.06426,795.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Mengusovce","Národná diaľničná spoločnosť, a.s.",,,,32.0,80.0,196.0,,Vodný tok,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD MENG,Prešovský kraj,Poprad,4.0,12.0,447133.0,2733A05713,2733A05403,7336.0,7108,495.308,246974.0
diaľnica,D00001,252,M5571,"Most nad Bielym Váhom, Lúčnym potokom a poľnou cestou",,2008.0,,,11.0,322.57,,,,,,Nezistený,20.016148444,49.070137832,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Mengusovce","Národná diaľničná spoločnosť, a.s.",999.0,,,32.0,80.0,196.0,,"Vodný tok,  Vodný tok,  Účelová komunikácia,  Záplavové územie",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD MENG,Žilinský kraj,Liptovský Mikuláš,4.0,17.0,25558.0,2733B00301,2644A04103,2364.0,61,484.826,236964.0
diaľnica,D00001,251,M3387,Most nad poľnou cestou,,2007.0,,,5.0,147.131,,,,,,Nezistený,19.996629374,49.069434363,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",999.0,,,32.0,80.0,196.0,,"Účelová komunikácia,  Vodný tok",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD MENG,Žilinský kraj,Liptovský Mikuláš,4.0,17.0,25558.0,2733B00301,2644A04103,2364.0,1592,483.58,235433.0
diaľnica,D00001,250,M2561,"Most nad I/18, ŽSR a vetvou križovatky",,2008.0,,,12.0,392.8,398.0,,,,,Nezistený,19.990267712,49.070517696,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",999.0,,,32.0,80.0,196.0,,"Cestná komunikácia,  Cestná komunikácia,  Železnica,  Vodný tok,  Účelová komunikácia",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD MENG,Žilinský kraj,Liptovský Mikuláš,4.0,17.0,25558.0,2733B00301,2644A04103,2364.0,1931,482.919,235094.0
diaľnica,D00001,248A,M6752,,,2000.0,,,6.0,178.67,,11.75,11.75,,,Bezchybný,19.973877531,49.069302168,807.369,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",178.67,trámová,prefabrikovaný predpätý betón,32.0,80.0,280.0,projektovaná,Účelová komunikácia,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,19.0,25561.0,2644A04104,2644A03003,5060.0,733,481.349,233726.0
diaľnica,D00001,247A,M2087,,,2000.0,,,3.0,88.42,,11.75,11.75,,,Bezchybný,19.963534888,49.065026848,795.356,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",88.42,trámová,monolitický predpätý betón,32.0,80.0,280.0,projektovaná,Účelová komunikácia,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,19.0,25561.0,2644A04104,2644A03003,5060.0,1679,480.302,232780.0
diaľnica,D00001,246A,M5748,,,2000.0,,,9.0,337.6,,11.75,11.75,,,Bezchybný,19.947039599,49.065007848,786.86,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",337.6,trámová,monolitický predpätý betón,32.0,80.0,280.0,projektovaná,Vodný tok,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,19.0,25561.0,2644A04104,2644A03003,5060.0,2794,479.418,231665.0
diaľnica,D00001,245A,M5179,,,2000.0,,,3.0,43.6,,11.75,11.75,,,Bezchybný,19.941177482,49.066199947,796.16825,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",43.6,trámová,prefabrikovaný predpätý betón,32.0,80.0,280.0,projektovaná,Účelová komunikácia,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,19.0,25561.0,2644A04104,2644A03003,5060.0,3397,479.083,231062.0
diaľnica,D00001,243A,M7616,,,2000.0,,,7.0,369.7,,13.0,13.0,,,Bezchybný,19.924242005,49.068387246,842.804999,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",369.7,trámová,monolitický predpätý betón,32.0,80.0,280.0,projektovaná,Údolie,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,19.0,25561.0,2644A04104,2644A03003,5060.0,4502,478.119,229957.0
diaľnica,D00001,241A,M1176,,,2000.0,,,2.0,51.8,,11.75,11.75,,,Bezchybný,19.904265222,49.07119217,841.2255,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",51.8,trámová,prefabrikovaný predpätý betón,32.0,80.0,280.0,projektovaná,Vodný tok,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,21.0,8544.0,2644A03004,2644A03102,4013.0,427,476.688,228298.0
diaľnica,D00001,239A,M1257,,,2000.0,,,7.0,371.2,,11.75,11.75,,,Bezchybný,19.891011635,49.069000778,797.145,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",371.2,trámová,monolitický predpätý betón,32.0,80.0,280.0,projektovaná,Vodný tok,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,21.0,8544.0,2644A03004,2644A03102,4013.0,1272,475.582,227453.0
diaľnica,D00001,236A,M1686,,,1991.0,,,17.0,561.46,,11.75,11.75,,,Uspokojivý,19.846325479,49.055811718,736.562999,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",561.46,trámová,monolitický predpätý betón,32.0,80.0,196.0,porovnávací výpočet,Údolie,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,23.0,8776.0,2644A03103,2644A01803,7862.0,338,471.254,223892.0
diaľnica,D00001,234A,M6244,,,1986.0,,,1.0,22.02,,13.0,13.0,,,Dobrý,19.824170101,49.057094968,754.83925,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",22.02,trámová,prefabrikovaný predpätý betón,35.0,101.0,312.0,odhadom,Účelová komunikácia,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,23.0,8776.0,2644A03103,2644A01803,7862.0,2254,470.158,221976.0
diaľnica,D00001,231A,M5908,,,1985.0,,,8.0,526.4,,11.75,11.75,,,Veľmi dobrý,19.773657634,49.053420467,714.678249,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",526.4,trámová,monolitický predpätý betón,26.0,88.0,130.0,odhadom,Údolie,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,23.0,8776.0,2644A03103,2644A01803,7862.0,5879,465.702,218351.0
diaľnica,D00001,230A,M4812,,,1986.0,,,5.0,301.4,,11.75,11.75,,,Nezistený,19.76126728,49.056794662,697.26175,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",301.4,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,23.0,8776.0,2644A03103,2644A01803,7862.0,6963,464.804,217267.0
diaľnica,D00001,220,M1279,Most Podtureň,,1983.0,,,0.0,1035.0,,13.12,13.12,,,Dobrý,19.691368339,49.057214799,639.61925,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",1035.0,trámová,monolitický predpätý betón,27.0,60.0,134.0,odhadom,Údolie,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,27.0,239306.0,2644A01807,2644A03807,4359.0,191,459.103,211250.0
diaľnica,D00001,224,M595,Most cez potok Žadovica,,1984.0,,,1.0,2.7,,10.75,10.75,,,Dobrý,19.725289091,49.054512134,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",2.7,rámová,prefabrikovaný železobetón,50.0,130.0,339.0,odhadom,"Vodný tok,  Vodný tok",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,27.0,239306.0,2644A01807,2644A03807,4359.0,1070,461.807,214326.0
diaľnica,D00001,221,M2123,Most nad poľnou cestou,,1983.0,,,1.0,7.8,,11.75,11.75,,,Dobrý,19.702670611,49.055882095,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",7.8,trámová,prefabrikovaný železobetón,48.0,83.0,252.0,odhadom,"Účelová komunikácia,  Účelová komunikácia",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,27.0,239306.0,2644A01807,2644A03807,4359.0,1561,460.467,212620.0
diaľnica,D00001,222,M6884,Most cez potok Jamníček,,1984.0,,,2.0,4.72,,10.8,10.8,,,Veľmi dobrý,19.703734229,49.05551834,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",4.72,rámová,prefabrikovaný železobetón,22.0,60.0,110.0,odhadom,"Vodný tok,  Vodný tok",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,27.0,239306.0,2644A01807,2644A03807,4359.0,1647,460.553,212706.0
diaľnica,D00001,219,M1546,Most nad cestou do Liptovského Jána,,1976.0,,,1.0,24.98,,11.75,11.75,,,Uspokojivý,19.680270745,49.056446924,620.274,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",24.98,trámová,prefabrikovaný predpätý betón,22.0,48.0,80.0,odhadom,Cestná komunikácia,2.0,lúč,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,28.0,214362.0,2644A03807,2644A03803,258.0,101,458.856,210936.0
diaľnica,D00001,205,M1227,Most cez potok Malatínka,,1976.0,,,2.0,4.36,,11.25,11.25,,,Dobrý,19.463303688,49.088353818,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",4.36,rámová,prefabrikovaný predpätý betón,190.0,228.0,416.0,projektovaná,"Vodný tok,  Vodný tok",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,31.0,6645.0,2643A03004,2643B00202,11796.0,1514,441.631,193770.0
diaľnica,D00001,206,M1521,Most nad cestou Vlachy - Dúbrava,,1978.0,,,1.0,10.5,,10.75,10.25,,,Uspokojivý,19.475691289,49.088234055,556.7495,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",10.5,dosková,prefabrikovaný predpätý betón,16.0,30.0,54.0,porovnávací výpočet,Cestná komunikácia,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,31.0,6645.0,2643A03004,2643B00202,11796.0,2424,442.533,194680.0
diaľnica,D00001,209A,M2730,,,1978.0,,,3.0,52.75,,12.5,12.5,,,Uspokojivý,19.552662264,49.085896386,578.921,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",52.75,trámová,prefabrikovaný predpätý betón,16.0,60.0,110.0,podľa tabuliek,Železnica,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,31.0,6645.0,2643A03004,2643B00202,11796.0,3283,448.326,200812.0
diaľnica,D00001,207,M3949,Podchod pre peších,,1976.0,,,1.0,3.0,,,,,,Nezistený,19.503814131,49.088283055,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",3.0,rámová,prefabrikovaný predpätý betón,52.0,157.0,287.0,odhadom,"Miestna komunikácia,  Miestna komunikácia",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,31.0,6645.0,2643A03004,2643B00202,11796.0,4631,444.739,196887.0
diaľnica,D00001,208,M7309,Most nad miestnou komunikáciou,,1976.0,,,1.0,3.0,,10.5,,,,Veľmi dobrý,19.514036473,49.091883404,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",3.0,rámová,prefabrikovaný predpätý betón,42.0,62.0,101.0,,"Miestna komunikácia,  Miestna komunikácia",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,31.0,6645.0,2643A03004,2643B00202,11796.0,5496,445.601,197752.0
diaľnica,D00001,210,M5603,Most nad cestou I/18,,1971.0,,,3.0,27.8,,10.5,10.5,,,Veľmi dobrý,19.586105157,49.080624896,586.923999,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",27.8,dosková,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Cestná komunikácia,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Liptovský Mikuláš,4.0,31.0,6645.0,2643A03004,2643B00202,11796.0,11154,451.278,203410.0
diaľnica,D00001,200,M5435,Most cez bezmenný potok v úseku Ivachnová - L.Mikuláš,,1976.0,,,1.0,5.15,,12.27,11.75,,,Uspokojivý,19.412598916,49.091271557,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Liptovský Mikuláš","Národná diaľničná spoločnosť, a.s.",5.15,trámová,prefabrikovaný železobetón,36.0,78.0,354.0,podľa tabuliek,"Vodný tok,  Vodný tok",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD LM,Žilinský kraj,Ružomberok,4.0,35.0,485342.0,2643A00318,2643A03300,918.0,895,437.727,189601.0
diaľnica,D00001,314,M9359,Most nad bezmenným potokom,,2010.0,,,1.0,2.96,,,,,,Nezistený,20.704939,49.0067,466.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",,,,32.0,80.0,196.0,,,1.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Levoča,7.0,0.0,564696.0,3721A07600,3721A07301,7691.0,22,360.332,273334.0
diaľnica,D00001,316,M9449,Most nad cestou III/018174,,2009.0,,,3.0,83.77,88.0,,,,,Nezistený,20.732175,49.008872,480.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",,,,32.0,80.0,196.0,,Cestná komunikácia,1.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Levoča,7.0,0.0,564696.0,3721A07600,3721A07301,7691.0,2014,362.311,275326.0
diaľnica,D00001,321,M9402,Most nad c.III/018181 Bijacovce,,2010.0,,,3.0,45.4,,,,,,Nezistený,20.776805,49.006522,458.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",,dosková,prefabrikovaný predpätý betón,32.0,80.0,196.0,,,1.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Levoča,7.0,0.0,564696.0,3721A07600,3721A07301,7691.0,2325,365.328,279146.0
diaľnica,D00001,320,M9396,Most nad c.III/018177 Studenec,,2011.0,,,3.0,45.83,,,,,,Nezistený,20.764578,49.007706,448.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",,dosková,monolitický predpätý betón,32.0,80.0,196.0,,,1.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Levoča,7.0,0.0,564696.0,3721A07600,3721A07301,7691.0,3219,365.221,278252.0
diaľnica,D00001,319,M9400,Most nad potokom Margecanka,,2010.0,,,1.0,3.78,,,,,,Nezistený,20.756304,49.007948,443.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",,klenbová,oceľ -  plnostenná,36.0,80.0,196.0,,,1.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Levoča,7.0,0.0,564696.0,3721A07600,3721A07301,7691.0,3419,364.42,278052.0
diaľnica,D00001,317,M9403,Most nad Vavrincovým potokom,,2010.0,,,1.0,3.78,,,,,,Nezistený,20.744133,49.007076,444.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",,klenbová,oceľ -  plnostenná,36.0,80.0,196.0,projektovaná,,1.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Levoča,7.0,0.0,564696.0,3721A07600,3721A07301,7691.0,4759,362.759,276712.0
diaľnica,D00001,315,M9365,Oblúkový most,,2011.0,,,13.0,667.5,,,,,,Nezistený,20.713812,49.007923,468.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",,,,32.0,80.0,196.0,,,1.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Levoča,7.0,0.0,564696.0,3721A07600,3721A07301,7691.0,6417,361.412,275054.0
diaľnica,D00001,313,M9343,Most Spišské Podhradie,,2012.0,,,3.0,39.76,,,,,,Nezistený,20.704626,49.007022,469.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",,,,32.0,80.0,196.0,,,2.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Levoča,8.0,3.0,43232.0,3721A07314,3721A07600,8159.0,7646,360.237,273825.0
diaľnica,D00001,324,M4981,Most nad Pongrácovským potokom a c.III/01883,,2003.0,,,7.0,209.4,,11.75,11.75,,,Bezchybný,20.822299614,49.009328451,510.74575,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",209.4,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Cestná komunikácia,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Levoča,9.0,0.0,609427.0,3721A42000,3721B01100,3916.0,132,368.897,281896.0
diaľnica,D00001,325,M5809,Most nad poľnou cestou nad Hájenkou,,2003.0,,,3.0,88.84,,11.75,11.75,,,Bezchybný,20.830330054,49.009407851,522.67325,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",88.84,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Účelová komunikácia,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Levoča,9.0,0.0,609427.0,3721A42000,3721B01100,3916.0,787,369.553,282551.0
diaľnica,D00001,326,M1274,Most Korytné nad c.III/01884 a potokom Branisko,,2003.0,,,6.0,317.79,,11.75,11.75,,,Bezchybný,20.838051462,49.009367889,533.899999,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",317.79,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Cestná komunikácia,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Levoča,9.0,0.0,609427.0,3721A42000,3721B01100,3916.0,1223,369.987,282987.0
diaľnica,D00001,333.1,M4492,Most nad potokom a poľnou cestou,,1997.0,,,5.0,148.02,,11.75,11.75,,,Bezchybný,20.93858755,49.008603573,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",148.02,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,"Vodný tok,  Vodný tok",1.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Prešov,10.0,0.0,614801.0,3721A42100,3721A07201,2899.0,10,378.26,291519.0
diaľnica,D00001,332,M6378,Most nad potokom a poľnou cestou,,1997.0,,,1.0,16.7,,11.75,11.75,,,Bezchybný,20.931112436,49.001644023,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",16.7,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,"Účelová komunikácia,  Účelová komunikácia",1.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Prešov,10.0,0.0,614801.0,3721A42100,3721A07201,2899.0,1023,377.412,290506.0
diaľnica,D00001,331,M891,Most nad Kolbašským potokom,,1997.0,,,1.0,2.5,,11.0,,,,Bezchybný,20.929616632,49.000320752,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Behárovce","Národná diaľničná spoločnosť, a.s.",2.5,rámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,"Vodný tok,  Vodný tok",1.0,medzikrižovatkový,NDS,NDS,NDS - SSUD BE,Prešovský kraj,Prešov,10.0,0.0,614801.0,3721A42100,3721A07201,2899.0,1211,377.6,290318.0
